FBtr0475186	CR11023-RE	FBgn0031208	CR11023
FBtr0072757	CG33230-RA	FBgn0053230	CG33230
FBtr0072755	ABCB7-RB	FBgn0035244	ABCB7
FBtr0072754	ABCB7-RA	FBgn0035244	ABCB7
FBtr0302024	GC-RB	FBgn0035245	GC
FBtr0072821	GC-RA	FBgn0035245	GC
FBtr0072822	CG13928-RA	FBgn0035246	CG13928
FBtr0300894	nSyb-RG	FBgn0013342	nSyb
FBtr0331461	nSyb-RJ	FBgn0013342	nSyb
FBtr0306578	nSyb-RI	FBgn0013342	nSyb
FBtr0331462	nSyb-RK	FBgn0013342	nSyb
FBtr0072819	nSyb-RE	FBgn0013342	nSyb
FBtr0072815	nSyb-RA	FBgn0013342	nSyb
FBtr0300893	nSyb-RF	FBgn0013342	nSyb
FBtr0302310	nSyb-RH	FBgn0013342	nSyb
FBtr0072814	metl-RB	FBgn0035247	metl
FBtr0072813	metl-RA	FBgn0035247	metl
FBtr0330180	Bgb-RB	FBgn0013753	Bgb
FBtr0072758	Bgb-RA	FBgn0013753	Bgb
FBtr0072812	alphaCOP-RA	FBgn0025725	alphaCOP
FBtr0072811	alphaCOP-RB	FBgn0025725	alphaCOP
FBtr0072759	CG13919-RA	FBgn0035248	CG13919
FBtr0072810	CG17249-RA	FBgn0035249	CG17249
FBtr0072760	Bro-RA	FBgn0013755	Bro
FBtr0346838	asRNA:CR45815-RB	FBgn0267465	asRNA:CR45815
FBtr0346837	asRNA:CR45815-RA	FBgn0267465	asRNA:CR45815
FBtr0346593	CG13920-RC	FBgn0025712	CG13920
FBtr0072761	CG13920-RA	FBgn0025712	CG13920
FBtr0072809	Vta1-RA	FBgn0035251	Vta1
FBtr0346821	CG7970-RC	FBgn0035252	CG7970
FBtr0331460	CG7970-RB	FBgn0035252	CG7970
FBtr0072762	CG7970-RA	FBgn0035252	CG7970
FBtr0072807	Srrm234-RC	FBgn0035253	Srrm234
FBtr0309252	Srrm234-RG	FBgn0035253	Srrm234
FBtr0303107	Srrm234-RF	FBgn0035253	Srrm234
FBtr0072806	Srrm234-RA	FBgn0035253	Srrm234
FBtr0344837	Srrm234-RH	FBgn0035253	Srrm234
FBtr0072808	Srrm234-RB	FBgn0035253	Srrm234
FBtr0072763	CG7974-RA	FBgn0035254	CG7974
FBtr0333923	CG7974-RB	FBgn0035254	CG7974
FBtr0300232	Uhg7-RA	FBgn0083121	Uhg7
FBtr0474640	RpL23A-RB	FBgn0026372	RpL23A
FBtr0113603	snoRNA:Me28S-A2634c-RA	FBgn0082944	snoRNA:Me28S-A2634c
FBtr0113604	snoRNA:Me28S-A2634b-RA	FBgn0082945	snoRNA:Me28S-A2634b
FBtr0113605	snoRNA:Me28S-A2634a-RA	FBgn0082946	snoRNA:Me28S-A2634a
FBtr0474091	snoRNA:Or-CD15-RA	FBgn0286729	snoRNA:Or-CD15
FBtr0072805	RpL23A-RA	FBgn0026372	RpL23A
FBtr0301528	RabX5-RB	FBgn0035255	RabX5
FBtr0072803	CG13930-RA	FBgn0035256	CG13930
FBtr0303102	CG7991-RB	FBgn0035260	CG7991
FBtr0303103	CG7991-RC	FBgn0035260	CG7991
FBtr0072764	CG12011-RA	FBgn0035257	CG12011
FBtr0334081	CG13931-RB	FBgn0035258	CG13931
FBtr0072802	CG13931-RA	FBgn0035258	CG13931
FBtr0334080	drpr-RF	FBgn0027594	drpr
FBtr0072799	drpr-RB	FBgn0027594	drpr
FBtr0072798	drpr-RA	FBgn0027594	drpr
FBtr0334078	drpr-RD	FBgn0027594	drpr
FBtr0334079	drpr-RE	FBgn0027594	drpr
FBtr0309845	drpr-RC	FBgn0027594	drpr
FBtr0072800	CG18171-RA	FBgn0035262	CG18171
FBtr0072766	CG12035-RA	FBgn0035263	CG12035
FBtr0072797	Oseg4-RA	FBgn0035264	Oseg4
FBtr0334077	Oseg4-RB	FBgn0035264	Oseg4
FBtr0334076	PIG-Wb-RB	FBgn0035265	PIG-Wb
FBtr0072796	PIG-Wb-RA	FBgn0035265	PIG-Wb
FBtr0345817	Gk2-RF	FBgn0035266	Gk2
FBtr0072767	Gk2-RC	FBgn0035266	Gk2
FBtr0072768	Gk2-RE	FBgn0035266	Gk2
FBtr0072769	Gk2-RD	FBgn0035266	Gk2
FBtr0072770	Gk2-RB	FBgn0035266	Gk2
FBti0020020-RA	FBti0020020	FBti0020020	FBti0020020
FBtr0072771	Gk2-RA	FBgn0035266	Gk2
FBtr0334072	CG13921-RF	FBgn0035267	CG13921
FBtr0072773	CG13921-RB	FBgn0035267	CG13921
FBtr0303105	CG13921-RD	FBgn0035267	CG13921
FBtr0474139	CG13921-RG	FBgn0035267	CG13921
FBtr0303104	CG13921-RC	FBgn0035267	CG13921
FBtr0310623	CG13921-RE	FBgn0035267	CG13921
FBtr0305966	Cht2-RB	FBgn0022702	Cht2
FBtr0072795	Cht2-RA	FBgn0022702	Cht2
FBtr0334075	Cht2-RC	FBgn0022702	Cht2
FBtr0300292	CG8001-RB	FBgn0035268	CG8001
FBtr0072774	CG8001-RA	FBgn0035268	CG8001
FBtr0334074	CG8001-RD	FBgn0035268	CG8001
FBtr0334073	CG8001-RC	FBgn0035268	CG8001
FBtr0303106	Dhc62B-RC	FBgn0013811	Dhc62B
FBtr0072792	CG13933-RA	FBgn0035270	CG13933
FBtr0332881	CG13933-RB	FBgn0035270	CG13933
FBtr0339807	asRNA:CR44351-RA	FBgn0265451	asRNA:CR44351
FBtr0072775	Pol31-RA	FBgn0027903	Pol31
FBtr0072791	CG2021-RA	FBgn0035271	CG2021
FBtr0072776	mRpL46-RA	FBgn0035272	mRpL46
FBtr0332880	alpha-Spec-RD	FBgn0250789	alpha-Spec
FBtr0332879	alpha-Spec-RC	FBgn0250789	alpha-Spec
FBtr0072789	alpha-Spec-RA	FBgn0250789	alpha-Spec
FBtr0332878	alpha-Spec-RB	FBgn0250789	alpha-Spec
FBtr0346858	asRNA:CR45834-RA	FBgn0267484	asRNA:CR45834
FBtr0072790	dlt-RA	FBgn0024510	dlt
FBtr0072777	Cdc37-RA	FBgn0011573	Cdc37
FBtr0347407	asRNA:CR45818-RA	FBgn0267468	asRNA:CR45818
FBtr0072778	CG12020-RA	FBgn0035273	CG12020
FBtr0301625	Patj-RA	FBgn0067864	Patj
FBtr0072781	Patj-RB	FBgn0067864	Patj
FBtr0072779	Patj-RC	FBgn0067864	Patj
FBtr0072788	JTBR-RA	FBgn0025820	JTBR
FBtr0332877	JTBR-RC	FBgn0025820	JTBR
FBtr0332876	JTBR-RB	FBgn0025820	JTBR
FBtr0345814	CG42676-RF	FBgn0261562	CG42676
FBtr0302730	CG42676-RD	FBgn0261562	CG42676
FBtr0302729	CG42676-RC	FBgn0261562	CG42676
FBtr0332874	CG42676-RE	FBgn0261562	CG42676
FBtr0346434	asRNA:CR45686-RA	FBgn0267246	asRNA:CR45686
FBtr0346433	lncRNA:CR45687-RA	FBgn0267247	lncRNA:CR45687
FBtr0072784	GV1-RA	FBgn0027790	GV1
FBtr0072785	GV1-RB	FBgn0027790	GV1
FBtr0299560	Cpr62Ba-RB	FBgn0035279	Cpr62Ba
FBtr0299561	Cpr62Ba-RC	FBgn0035279	Cpr62Ba
FBtr0332875	Cpr62Bb-RC	FBgn0035280	Cpr62Bb
FBtr0072786	Cpr62Bb-RA	FBgn0035280	Cpr62Bb
FBtr0299562	Cpr62Bb-RB	FBgn0035280	Cpr62Bb
FBtr0072869	Cpr62Bc-RA	FBgn0035281	Cpr62Bc
FBtr0332673	Cpr62Bc-RB	FBgn0035281	Cpr62Bc
FBtr0303155	CNMa-RC	FBgn0035282	CNMa
FBtr0332672	CNMa-RD	FBgn0035282	CNMa
FBtr0300713	CNMa-RB	FBgn0035282	CNMa
FBtr0303152	CG12024-RC	FBgn0035283	CG12024
FBtr0072833	CG12024-RB	FBgn0035283	CG12024
FBtr0072832	CG12024-RA	FBgn0035283	CG12024
FBtr0303154	Rap1-RB	FBgn0004636	Rap1
FBtr0332671	Rap1-RC	FBgn0004636	Rap1
FBtr0072867	Rap1-RA	FBgn0004636	Rap1
FBtr0345807	HBS1-RB	FBgn0042712	HBS1
FBtr0072866	HBS1-RA	FBgn0042712	HBS1
FBtr0345381	CG12025-RC	FBgn0035285	CG12025
FBtr0072834	CG12025-RA	FBgn0035285	CG12025
FBtr0332668	CG12025-RB	FBgn0035285	CG12025
FBtr0303153	CG13924-RC	FBgn0035286	CG13924
FBtr0300120	CG13924-RB	FBgn0035286	CG13924
FBtr0072865	dre4-RB	FBgn0002183	dre4
FBtr0072864	dre4-RA	FBgn0002183	dre4
FBtr0300714	CG13937-RD	FBgn0035287	CG13937
FBtr0300715	CG13937-RE	FBgn0035287	CG13937
FBtr0300716	CG13937-RF	FBgn0035287	CG13937
FBtr0332669	CG13937-RH	FBgn0035287	CG13937
FBtr0300717	CG13937-RG	FBgn0035287	CG13937
FBtr0332670	CG13937-RI	FBgn0035287	CG13937
FBtr0346440	Aprt-RC	FBgn0000109	Aprt
FBtr0346441	Aprt-RD	FBgn0000109	Aprt
FBtr0089420	Aprt-RA	FBgn0000109	Aprt
FBtr0072836	Tmhs-RB	FBgn0262624	Tmhs
FBti0062059-RA	FBti0062059	FBti0062059	FBti0062059
FBtr0072837	Tmhs-RA	FBgn0262624	Tmhs
FBtr0273261	dsb-RD	FBgn0035290	dsb
FBtr0310544	dsb-RF	FBgn0035290	dsb
FBtr0310545	dsb-RG	FBgn0035290	dsb
FBtr0290136	Dbx-RC	FBgn0261723	Dbx
FBtr0072840	tRNA:Cys-GCA-2-1-RA	FBgn0052312	tRNA:Cys-GCA-2-1
FBtr0346848	lncRNA:CR45826-RA	FBgn0267476	lncRNA:CR45826
FBtr0072858	CG5687-RA	FBgn0035293	CG5687
FBtr0346543	CG5687-RB	FBgn0035293	CG5687
FBtr0340686	lncRNA:CR44536-RA	FBgn0265729	lncRNA:CR44536
FBtr0072841	Mfap1-RA	FBgn0035294	Mfap1
FBtr0301465	mu2-RC	FBgn0002872	mu2
FBtr0072856	mu2-RA	FBgn0002872	mu2
FBtr0072857	mu2-RB	FBgn0002872	mu2
FBtr0072842	Cnb-RA	FBgn0035295	Cnb
FBtr0333430	Cnb-RB	FBgn0035295	Cnb
FBtr0304060	mv-RB	FBgn0265988	mv
FBtr0346849	asRNA:CR45827-RA	FBgn0267477	asRNA:CR45827
FBtr0072843	SCOT-RB	FBgn0035298	SCOT
FBtr0346850	asRNA:CR45828-RA	FBgn0267478	asRNA:CR45828
FBtr0333431	SCOT-RC	FBgn0035298	SCOT
FBtr0072844	SCOT-RA	FBgn0035298	SCOT
FBtr0333433	CG1927-RB	FBgn0027547	CG1927
FBtr0072853	CG1927-RA	FBgn0027547	CG1927
FBtr0072852	CG11815-RA	FBgn0035299	CG11815
FBtr0072845	CG1139-RA	FBgn0035300	CG1139
FBtr0333432	CG42841-RB	FBgn0262030	CG42841
FBtr0303925	CG42841-RA	FBgn0262030	CG42841
FBtr0340685	lncRNA:CR44535-RB	FBgn0265728	lncRNA:CR44535
FBtr0340684	lncRNA:CR44535-RA	FBgn0265728	lncRNA:CR44535
FBtr0299956	CG42357-RA	FBgn0259703	CG42357
FBtr0299955	CG42356-RA	FBgn0259702	CG42356
FBtr0300030	CG34259-RB	FBgn0085288	CG34259
FBtr0309792	CG42355-RC	FBgn0259701	CG42355
FBtr0344866	CG42355-RD	FBgn0259701	CG42355
FBtr0332681	sls-RW	FBgn0086906	sls
FBtr0332680	sls-RV	FBgn0086906	sls
FBtr0332684	sls-RZ	FBgn0086906	sls
FBtr0332679	sls-RU	FBgn0086906	sls
FBtr0332676	sls-RR	FBgn0086906	sls
FBtr0332675	sls-RQ	FBgn0086906	sls
FBtr0332677	sls-RS	FBgn0086906	sls
FBtr0332682	sls-RX	FBgn0086906	sls
FBtr0332674	sls-RP	FBgn0086906	sls
FBtr0332683	sls-RY	FBgn0086906	sls
FBtr0332678	sls-RT	FBgn0086906	sls
FBtr0309034	asRNA:CR42860-RC	FBgn0262107	asRNA:CR42860
FBtr0304032	asRNA:CR42860-RA	FBgn0262107	asRNA:CR42860
FBtr0304033	asRNA:CR42860-RB	FBgn0262107	asRNA:CR42860
FBtr0309042	sls-RD	FBgn0086906	sls
FBtr0072848	sls-RA	FBgn0086906	sls
FBti0020021-RA	FBti0020021	FBti0020021	FBti0020021
FBtr0332120	zormin-RK	FBgn0052311	zormin
FBtr0346823	asRNA:CR45802-RA	FBgn0267452	asRNA:CR45802
FBtr0332114	zormin-RE	FBgn0052311	zormin
FBtr0332119	zormin-RJ	FBgn0052311	zormin
FBtr0332115	zormin-RF	FBgn0052311	zormin
FBtr0332116	zormin-RG	FBgn0052311	zormin
FBtr0332118	zormin-RI	FBgn0052311	zormin
FBtr0333451	CG15822-RF	FBgn0035308	CG15822
FBtr0333452	CG15822-RG	FBgn0035308	CG15822
FBtr0300831	CG15822-RD	FBgn0035308	CG15822
FBtr0333450	CG15822-RE	FBgn0035308	CG15822
FBtr0072916	CG15879-RA	FBgn0035309	CG15879
FBtr0346076	CG5704-RB	FBgn0026570	CG5704
FBtr0072915	CG5704-RA	FBgn0026570	CG5704
FBtr0072914	CR15821-RA	FBgn0035311	CR15821
FBtr0072913	CG15820-RA	FBgn0035312	CG15820
FBtr0308229	CG13810-RB	FBgn0035313	CG13810
FBtr0308231	CG5707-RC	FBgn0026593	CG5707
FBtr0308230	CG5707-RB	FBgn0026593	CG5707
FBtr0072912	CG5707-RA	FBgn0026593	CG5707
FBtr0072871	CG8960-RA	FBgn0035315	CG8960
FBtr0072872	CG8960-RB	FBgn0035315	CG8960
FBtr0072911	CG15878-RA	FBgn0035316	CG15878
FBtr0332661	Oseg2-RB	FBgn0035317	Oseg2
FBtr0072910	CG9018-RA	FBgn0035318	CG9018
FBtr0072909	CG9018-RB	FBgn0035318	CG9018
FBtr0072874	ACXD-RA	FBgn0040507	ACXD
FBtr0332662	ACXD-RB	FBgn0040507	ACXD
FBtr0301321	CG32301-RC	FBgn0052301	CG32301
FBtr0301320	CG32301-RB	FBgn0052301	CG32301
FBtr0332663	CG32301-RD	FBgn0052301	CG32301
FBtr0301322	CG32305-RB	FBgn0052305	CG32305
FBtr0072908	CG1275-RD	FBgn0035321	CG1275
FBtr0072905	CG1275-RB	FBgn0035321	CG1275
FBtr0072907	CG1275-RA	FBgn0035321	CG1275
FBtr0072906	CG1275-RC	FBgn0035321	CG1275
FBtr0332664	CG2034-RB	FBgn0015359	CG2034
FBtr0072877	CG2034-RA	FBgn0015359	CG2034
FBtr0072904	oxt-RB	FBgn0015360	oxt
FBtr0072878	CG13807-RA	FBgn0035323	CG13807
FBtr0072903	ecd-RA	FBgn0000543	ecd
FBtr0072879	CG13806-RA	FBgn0035325	CG13806
FBtr0346851	asRNA:CR45829-RA	FBgn0267479	asRNA:CR45829
FBtr0072880	obst-I-RA	FBgn0052304	obst-I
FBtr0072881	CG32302-RA	FBgn0052302	CG32302
FBtr0072902	yellow-g-RA	FBgn0041709	yellow-g
FBtr0072882	tRNA:Cys-GCA-3-1-RA	FBgn0052303	tRNA:Cys-GCA-3-1
FBtr0072883	yellow-g2-RA	FBgn0035328	yellow-g2
FBtr0330360	MsR2-RC	FBgn0264002	MsR2
FBtr0330359	MsR2-RB	FBgn0264002	MsR2
FBtr0330358	MsR2-RA	FBgn0264002	MsR2
FBtr0345878	lncRNA:CR45427-RA	FBgn0266976	lncRNA:CR45427
FBtr0345877	lncRNA:CR45426-RA	FBgn0266975	lncRNA:CR45426
FBtr0072887	MsR1-RA	FBgn0035331	MsR1
FBtr0330187	MsR1-RB	FBgn0035331	MsR1
FBtr0072888	CG13801-RA	FBgn0035332	CG13801
FBtr0345587	CG1317-RD	FBgn0035333	CG1317
FBtr0300773	CG1317-RC	FBgn0035333	CG1317
FBtr0072901	CG1317-RB	FBgn0035333	CG1317
FBtr0072889	CG8993-RA	FBgn0035334	CG8993
FBtr0289966	mRpL23-RB	FBgn0035335	mRpL23
FBtr0331415	mRpL23-RC	FBgn0035335	mRpL23
FBtr0331416	mRpL23-RD	FBgn0035335	mRpL23
FBtr0072900	mRpL23-RA	FBgn0035335	mRpL23
FBtr0072890	CG9004-RA	FBgn0035336	CG9004
FBtr0072899	CG15877-RA	FBgn0035337	CG15877
FBtr0345102	Svil-RT	FBgn0266696	Svil
FBtr0345115	Svil-RAH	FBgn0266696	Svil
FBtr0345110	Svil-RAC	FBgn0266696	Svil
FBtr0345109	Svil-RAB	FBgn0266696	Svil
FBtr0345112	Svil-RAE	FBgn0266696	Svil
FBtr0345113	Svil-RAF	FBgn0266696	Svil
FBtr0303463	Mzt1-RA	FBgn0261858	Mzt1
FBtr0299807	CG32298-RB	FBgn0052298	CG32298
FBtr0072898	CG32299-RA	FBgn0052299	CG32299
FBtr0299808	CG32299-RB	FBgn0052299	CG32299
FBtr0345111	Svil-RAD	FBgn0266696	Svil
FBtr0345114	Svil-RAG	FBgn0266696	Svil
FBtr0345088	Svil-RM	FBgn0266696	Svil
FBtr0345093	Svil-RE	FBgn0266696	Svil
FBtr0345094	Svil-RF	FBgn0266696	Svil
FBtr0345086	Svil-RN	FBgn0266696	Svil
FBtr0345087	Svil-RL	FBgn0266696	Svil
FBtr0345100	Svil-RR	FBgn0266696	Svil
FBtr0345103	Svil-RU	FBgn0266696	Svil
FBtr0345101	Svil-RS	FBgn0266696	Svil
FBtr0345099	Svil-RQ	FBgn0266696	Svil
FBtr0345090	Svil-RH	FBgn0266696	Svil
FBtr0345089	Svil-RG	FBgn0266696	Svil
FBtr0345092	Svil-RK	FBgn0266696	Svil
FBtr0345104	Svil-RW	FBgn0266696	Svil
FBtr0345085	Svil-RV	FBgn0266696	Svil
FBti0020022-RA	FBti0020022	FBti0020022	FBti0020022
FBtr0345098	Svil-RP	FBgn0266696	Svil
FBtr0345097	Svil-RO	FBgn0266696	Svil
FBtr0345091	Svil-RJ	FBgn0266696	Svil
FBtr0345105	Svil-RX	FBgn0266696	Svil
FBtr0345096	Svil-RA	FBgn0266696	Svil
FBtr0345095	Svil-RC	FBgn0266696	Svil
FBtr0345106	Svil-RY	FBgn0266696	Svil
FBtr0072968	CG16762-RA	FBgn0035343	CG16762
FBtr0072967	Cyp4d20-RA	FBgn0035344	Cyp4d20
FBtr0345107	Svil-RZ	FBgn0266696	Svil
FBtr0072922	CG1146-RC	FBgn0035346	CG1146
FBtr0072921	CG1146-RB	FBgn0035346	CG1146
FBtr0072923	CG1146-RA	FBgn0035346	CG1146
FBtr0344219	CG1146-RD	FBgn0035346	CG1146
FBtr0345108	Svil-RAA	FBgn0266696	Svil
FBtr0331414	CG16758-RH	FBgn0035348	CG16758
FBtr0072964	CG16758-RD	FBgn0035348	CG16758
FBtr0306577	CG16758-RG	FBgn0035348	CG16758
FBtr0072965	CG16758-RE	FBgn0035348	CG16758
FBtr0072963	CG16758-RB	FBgn0035348	CG16758
FBtr0072966	CG16758-RF	FBgn0035348	CG16758
FBtr0345876	lncRNA:CR45425-RA	FBgn0266974	lncRNA:CR45425
FBtr0304619	Spn-RH	FBgn0010905	Spn
FBtr0304614	Spn-RC	FBgn0010905	Spn
FBtr0304620	Spn-RI	FBgn0010905	Spn
FBtr0304613	Spn-RB	FBgn0010905	Spn
FBtr0345047	Spn-RT	FBgn0010905	Spn
FBtr0304615	Spn-RD	FBgn0010905	Spn
FBtr0304618	Spn-RG	FBgn0010905	Spn
FBtr0304621	Spn-RJ	FBgn0010905	Spn
FBtr0304617	Spn-RF	FBgn0010905	Spn
FBtr0345046	Spn-RS	FBgn0010905	Spn
FBtr0304616	Spn-RE	FBgn0010905	Spn
FBtr0345045	lncRNA:CR45170-RA	FBgn0266680	lncRNA:CR45170
FBtr0072962	CG32295-RA	FBgn0260480	CG32295
FBtr0072957	msn-RB	FBgn0010909	msn
FBtr0072956	msn-RA	FBgn0010909	msn
FBtr0072958	msn-RD	FBgn0010909	msn
FBtr0333365	msn-RI	FBgn0010909	msn
FBtr0333364	msn-RH	FBgn0010909	msn
FBtr0333363	msn-RG	FBgn0010909	msn
FBtr0333362	msn-RF	FBgn0010909	msn
FBtr0072959	msn-RC	FBgn0010909	msn
FBtr0072924	RpL8-RA	FBgn0261602	RpL8
FBtr0072925	RpL8-RB	FBgn0261602	RpL8
FBtr0072926	dos-RA	FBgn0016794	dos
FBtr0072927	dos-RB	FBgn0016794	dos
FBtr0072928	CG16984-RA	FBgn0062517	CG16984
FBtr0344989	CG12182-RC	FBgn0028504	CG12182
FBtr0072955	CG12182-RA	FBgn0028504	CG12182
FBtr0332040	CG12182-RB	FBgn0028504	CG12182
FBtr0072929	CG16985-RA	FBgn0035355	CG16985
FBtr0302434	CG16986-RB	FBgn0035356	CG16986
FBtr0072930	CG16986-RA	FBgn0035356	CG16986
FBtr0072953	Pxn-RD	FBgn0011828	Pxn
FBtr0072951	Pxn-RA	FBgn0011828	Pxn
FBtr0072954	Pxn-RE	FBgn0011828	Pxn
FBtr0072952	Pxn-RC	FBgn0011828	Pxn
FBtr0072950	Pxn-RB	FBgn0011828	Pxn
FBtr0347100	lncRNA:CR45981-RA	FBgn0267643	lncRNA:CR45981
FBtr0347099	lncRNA:CR45982-RA	FBgn0267644	lncRNA:CR45982
FBtr0346391	lncRNA:CR45660-RA	FBgn0267220	lncRNA:CR45660
FBtr0290341	CG42245-RA	FBgn0250911	CG42245
FBtr0072932	MEP-1-RA	FBgn0035357	MEP-1
FBtr0072931	MEP-1-RC	FBgn0035357	MEP-1
FBtr0290340	MEP-1-RG	FBgn0035357	MEP-1
FBtr0072933	MEP-1-RB	FBgn0035357	MEP-1
FBtr0072934	MEP-1-RD	FBgn0035357	MEP-1
FBtr0072935	MEP-1-RF	FBgn0035357	MEP-1
FBtr0072936	MEP-1-RE	FBgn0035357	MEP-1
FBtr0072949	CG14949-RA	FBgn0035358	CG14949
FBtr0072937	CG1143-RA	FBgn0035359	CG1143
FBtr0333445	CG1143-RB	FBgn0035359	CG1143
FBtr0333446	CG1246-RD	FBgn0035360	CG1246
FBtr0303022	CG1246-RC	FBgn0035360	CG1246
FBtr0072938	CG1246-RB	FBgn0035360	CG1246
FBtr0345027	CG1246-RE	FBgn0035360	CG1246
FBtr0072948	ProRS-m-RA	FBgn0027082	ProRS-m
FBtr0333447	ProRS-m-RB	FBgn0027082	ProRS-m
FBtr0299683	Snup-RA	FBgn0259199	Snup
FBtr0299684	CG42304-RA	FBgn0259200	CG42304
FBtr0344666	CG42304-RB	FBgn0259200	CG42304
FBtr0333632	Fife-RD	FBgn0264606	Fife
FBtr0333629	Fife-RB	FBgn0264606	Fife
FBtr0301038	CG33233-RE	FBgn0053233	CG33233
FBtr0273190	CG33233-RC	FBgn0053233	CG33233
FBtr0290142	CG33234-RD	FBgn0053234	CG33234
FBtr0345013	CG33234-RE	FBgn0053234	CG33234
FBtr0333631	Fife-RG	FBgn0264606	Fife
FBtr0333630	Fife-RF	FBgn0264606	Fife
FBtr0306331	Mrtf-RD	FBgn0052296	Mrtf
FBtr0344569	Mrtf-RH	FBgn0052296	Mrtf
FBtr0333444	Mrtf-RG	FBgn0052296	Mrtf
FBtr0072943	Acp62F-RA	FBgn0020509	Acp62F
FBti0020023-RA	FBti0020023	FBti0020023	FBti0020023
FBtr0072969	Non2-RA	FBgn0035370	Non2
FBtr0073016	AhcyL1-RA	FBgn0035371	AhcyL1
FBtr0073015	CG12093-RA	FBgn0035372	CG12093
FBtr0333441	Atg2-RB	FBgn0044452	Atg2
FBtr0072970	Atg2-RA	FBgn0044452	Atg2
FBtr0301626	mRpS35-RA	FBgn0035374	mRpS35
FBtr0333442	Pgant6-RC	FBgn0035375	Pgant6
FBtr0072972	Pgant6-RA	FBgn0035375	Pgant6
FBtr0072973	Pgant6-RB	FBgn0035375	Pgant6
FBtr0333880	Tet-RE	FBgn0263392	Tet
FBtr0309120	Tet-RD	FBgn0263392	Tet
FBtr0309117	Tet-RA	FBgn0263392	Tet
FBtr0309118	Tet-RB	FBgn0263392	Tet
FBtr0309119	Tet-RC	FBgn0263392	Tet
FBtr0333881	Tet-RF	FBgn0263392	Tet
FBtr0340667	lncRNA:CR44531-RA	FBgn0265724	lncRNA:CR44531
FBtr0073011	spz5-RA	FBgn0035379	spz5
FBtr0333899	Shab-RN	FBgn0262593	Shab
FBtr0305203	Shab-RC	FBgn0262593	Shab
FBtr0305201	Shab-RA	FBgn0262593	Shab
FBtr0305202	Shab-RB	FBgn0262593	Shab
FBtr0333898	Shab-RM	FBgn0262593	Shab
FBtr0305209	Shab-RL	FBgn0262593	Shab
FBtr0305206	Shab-RI	FBgn0262593	Shab
FBtr0305205	Shab-RH	FBgn0262593	Shab
FBtr0305207	Shab-RK	FBgn0262593	Shab
FBtr0305208	Shab-RJ	FBgn0262593	Shab
FBtr0073010	CG9970-RA	FBgn0035380	CG9970
FBti0020024-RA	FBti0020024	FBti0020024	FBti0020024
FBtr0073009	CG32846-RA	FBgn0052846	CG32846
FBtr0304042	CG32846-RB	FBgn0052846	CG32846
FBtr0290083	CG34025-RB	FBgn0054025	CG34025
FBtr0301497	Or63a-RB	FBgn0035382	Or63a
FBtr0072977	Or63a-RA	FBgn0035382	Or63a
FBti0020025-RA	FBti0020025	FBti0020025	FBti0020025
FBtr0340666	lncRNA:CR44530-RA	FBgn0265723	lncRNA:CR44530
FBtr0072978	CPT2-RA	FBgn0035383	CPT2
FBtr0332084	CG2113-RB	FBgn0035384	CG2113
FBtr0072979	CG2113-RA	FBgn0035384	CG2113
FBtr0340706	FMRFaR-RC	FBgn0035385	FMRFaR
FBtr0072980	FMRFaR-RA	FBgn0035385	FMRFaR
FBtr0332085	FMRFaR-RB	FBgn0035385	FMRFaR
FBtr0346075	CG32488-RB	FBgn0052488	CG32488
FBtr0073008	CG32488-RA	FBgn0052488	CG32488
FBtr0073007	CG32487-RA	FBgn0052487	CG32487
FBtr0073006	aly-RA	FBgn0004372	aly
FBtr0332086	aly-RB	FBgn0004372	aly
FBtr0345028	CG2162-RE	FBgn0035388	CG2162
FBtr0072981	CG2162-RA	FBgn0035388	CG2162
FBtr0345029	CG2162-RF	FBgn0035388	CG2162
FBti0020026-RA	FBti0020026	FBti0020026	FBti0020026
FBtr0072982	Jafrac2-RA	FBgn0040308	Jafrac2
FBtr0072983	Jafrac2-RB	FBgn0040308	Jafrac2
FBtr0332112	Jafrac2-RC	FBgn0040308	Jafrac2
FBtr0073005	scramb2-RA	FBgn0035390	scramb2
FBtr0072984	Sk2-RA	FBgn0052484	Sk2
FBtr0072985	CG32485-RA	FBgn0052485	CG32485
FBti0020027-RA	FBti0020027	FBti0020027	FBti0020027
FBtr0072986	CG1271-RB	FBgn0035392	CG1271
FBtr0072989	CG1271-RC	FBgn0035392	CG1271
FBtr0072988	CG1271-RD	FBgn0035392	CG1271
FBtr0072987	CG1271-RA	FBgn0035392	CG1271
FBtr0072990	CG16753-RA	FBgn0035393	CG16753
FBtr0073004	CG32486-RD	FBgn0266918	CG32486
FBti0020028-RA	FBti0020028	FBti0020028	FBti0020028
FBtr0073000	PAN3-RM	FBgn0035397	PAN3
FBtr0072991	PAN3-RG	FBgn0035397	PAN3
FBtr0073002	PAN3-RF	FBgn0035397	PAN3
FBtr0113130	PAN3-RP	FBgn0035397	PAN3
FBtr0072998	PAN3-RK	FBgn0035397	PAN3
FBtr0072999	PAN3-RL	FBgn0035397	PAN3
FBtr0073003	PAN3-RH	FBgn0035397	PAN3
FBtr0072992	PAN3-RJ	FBgn0035397	PAN3
FBtr0113131	PAN3-RQ	FBgn0035397	PAN3
FBtr0073001	PAN3-RN	FBgn0035397	PAN3
FBtr0332113	PAN3-RR	FBgn0035397	PAN3
FBtr0072993	PAN3-RB	FBgn0035397	PAN3
